aluminium,arsenic,cadmium,chloramine,chromium,is_safe
2.47,0.007,0.002,1.93,0.07,1
2.25,0.005,0.004,1.98,0.08,1
0.51,0.018,0.005,1.59,0.06,1
0.81,0.018,0.002,0.28,0.05,1
0.19,0.01,0.003,3.31,0.09,1
2.05,0.013,0.003,1.48,0.03,1
0.18,0.013,0.003,3.22,0.05,1
1.6,0.005,0.003,3.73,0.05,1
1.34,0.015,0.004,0.46,0.09,1
1.08,0.006,0.003,2.11,0.04,1
0.6,0.006,0.004,2.51,0.04,1
1.24,0.01,0.005,2.39,0.09,1
1.89,0.016,0.004,1.17,0.06,1
2.8,0.017,0.002,0.4,0.04,1
2.15,0.019,0.003,2.13,0.03,1
0.22,0.012,0.002,0.68,0.08,1
0.37,0.011,0.004,2.48,0.07,1
1.01,0.01,0.005,3.55,0.02,1
2.69,0.005,0.002,0.73,0.08,1
2.35,0.008,0.002,3.59,0.01,1
1.44,0.009,0.002,1.73,0.08,1
0.25,0.006,0.001,2.81,0.05,1
0.32,0.006,0.002,3.2,0.04,1
2.34,0.012,0.002,2.49,0.04,1
2.14,0.016,0.005,3.69,0.03,1
1.62,0.012,0.003,4,0.1,1
0.81,0.009,0.002,3.41,0.01,1
2.24,0.008,0.003,3.6,0.04,1
2.15,0.004,0.002,2.91,0.01,1
2.18,0.015,0.004,1.84,0.09,1
0.54,0.008,0.002,0.49,0.02,1
1.19,0.005,0.002,1.14,0.07,1
2.74,0.017,0.003,1.28,0.08,1
2.38,0.004,0.004,1.98,0.07,1
2.24,0.011,0.003,2.28,0.01,1
0.4,0.013,0.002,2.72,0.07,1
1.64,0.016,0.003,2.27,0.03,1
1.76,0.012,0.002,0.5,0.02,1
2.5,0.004,0.002,2.61,0.04,1
2.45,0.008,0.001,2.88,0.04,1
1.23,0.01,0.003,1.78,0.08,1
1.73,0.003,0.004,2.14,0.08,1
1.68,0.015,0.003,3.15,0.09,1
0.17,0.014,0.002,0.74,0.03,1
1.93,0.009,0.001,1.29,0.1,1
1.61,0.015,0.003,1.53,0.09,1
1.47,0.013,0.005,3.75,0.08,1
1.88,0.006,0.004,3.76,0.07,1
0.72,0.006,0.003,1.53,0.01,1
0.71,0.013,0.002,1.49,0.04,1
1.17,0.008,0.004,2.86,0.03,1
2.36,0.014,0.002,3.91,0.03,1
0.58,0.01,0.002,0.68,0.08,1
1.97,0.013,0.004,0.56,0.05,1
2.52,0.017,0.004,3.88,0.08,1
1.75,0.011,0.005,3.54,0.04,1
0.29,0.007,0.003,2.01,0.04,1
1.03,0.007,0.004,3.9,0.08,1
1.6,0.003,0.002,2.07,0.07,1
2.28,0.015,0.003,2.17,0.01,1
1.27,0.001,0.003,3.54,0.07,1
1.4,0.006,0.004,2.01,0.05,1
1.49,0.02,0.003,2.67,0.04,1
2.36,0.002,0.004,2.09,0.07,1
0.84,0.017,0.004,1.49,0.09,1
1.36,0.007,0.001,1.86,0.06,1
0.27,0.001,0.002,0.91,0.01,1
0.53,0.014,0.002,0.84,0.06,1
0.5,0.011,0.003,0.57,0.07,1
1.23,0.002,0.003,3.11,0.08,1
1.46,0.004,0.003,3.88,0.02,1
2.33,0.008,0.004,1.77,0.09,1
1.33,0.013,0.004,0.2,0.03,1
0.86,0.019,0.004,3.44,0.08,1
1.86,0.013,0.002,0.65,0.06,1
2.77,0.008,0.003,2.77,0.04,1
2.14,0.015,0.003,2.71,0.09,1
1.77,0.014,0.003,1.04,0.09,1
1.79,0.01,0.005,1.07,0.09,1
0.87,0.019,0.005,0.42,0.08,1
0.54,0.019,0.003,2.85,0.09,1
1.75,0.002,0.005,2.01,0.06,1
2.62,0.006,0.001,3.21,0.09,1
0.62,0.008,0.003,0.53,0.07,1
1.11,0.011,0.001,1.03,0.1,1
1.01,0.008,0.002,3.43,0.06,1
1.44,0.008,0.003,0.66,0.06,1
2.57,0.009,0.003,1.69,0.03,1
2.77,0.019,0.003,3.44,0.08,1
2.57,0.018,0.003,0.77,0.08,1
1.91,0.004,0.003,1.55,0.03,1
0.42,0.017,0.003,3.72,0.03,1
1.26,0.016,0.004,3.48,0.02,1
1.64,0.014,0.003,3.84,0.02,1
0.65,0.006,0.004,2.18,0.06,1
1.73,0.001,0.003,0.4,0.06,1
2.57,0.015,0.002,3.92,0.05,1
2.05,0.006,0.002,0.31,0.07,1
1.06,0.007,0.002,2.35,0.08,1
1.42,0.019,0.004,3.8,0.02,1
1.51,0.008,0.002,3.96,0.04,1
0.64,0.018,0.002,1.36,0.07,1
0.19,0.014,0.004,0.95,0.08,1
0.39,0.02,0.004,1.54,0.09,1
0.69,0.012,0.001,3.06,0.06,1
1.32,0.011,0.003,2.17,0.09,1
0.53,0.014,0.003,2.01,0.08,1
2.34,0.013,0.002,2.81,0.05,1
1.89,0.016,0.001,3.61,0.1,1
1.57,0.012,0.003,2.27,0.06,1
1.49,0.013,0.004,3.04,0.09,1
1.9,0.008,0.002,2.15,0.07,1
0.3,0.012,0.002,0.77,0.03,1
0.36,0.004,0.004,1.71,0.04,1
2.59,0.018,0.004,1.79,0.07,1
0.48,0.013,0.003,1.02,0.06,1
0.15,0.005,0.002,2.2,0.07,1
0.12,0.01,0.002,0.51,0.03,1
1.79,0.002,0.003,3.15,0.03,1
0.99,0.012,0.004,2.32,0.04,1
2.27,0.004,0.002,3.89,0.08,1
2.41,0.006,0.002,3.65,0.04,1
0.88,0.005,0.004,0.55,0.07,1
1.02,0.014,0.004,3.73,0.05,1
2.6,0.005,0.001,1.08,0.08,1
2.54,0.002,0.001,2.63,0.05,1
0.13,0.003,0.004,1.88,0.1,1
1.1,0.006,0.002,1.64,0.09,1
2.4,0.015,0.004,2.91,0.02,1
0.35,0.02,0.005,2.59,0.03,1
2.19,0.003,0.004,1.91,0.03,1
0.79,0.019,0.005,0.69,0.02,1
2.22,0.017,0.003,1.46,0.04,1
0.28,0.013,0.003,0.22,0.04,1
0.97,0.003,0.004,3.58,0.09,1
0.22,0.005,0.005,1.47,0.08,1
0.66,0.013,0.002,1.96,0.08,1
0.31,0.008,0.002,0.93,0.09,1
1.05,0.01,0.003,0.8,0.06,1
1.8,0.019,0.002,1.68,0.07,1
0.47,0.01,0.002,0.8,0.08,1
1.33,0.019,0.003,3.13,0.03,1
1.63,0.015,0.001,1.5,0.05,1
0.34,0.001,0.002,3.8,0.08,1
2.14,0.017,0.004,0.76,0.06,1
0.77,0.016,0.004,0.52,0.09,1
2.62,0.007,0.002,1.73,0.09,1
2.76,0.009,0.003,2.27,0.08,1
0.56,0.014,0.003,0.74,0.01,1
0.98,0.019,0.003,1.9,0.04,1
1.52,0.004,0.001,1.31,0.03,1
2.01,0.012,0.005,2.48,0.05,1
1.71,0.018,0.004,3.34,0.06,1
1.37,0.009,0.001,0.93,0.07,1
1.49,0.008,0.003,2.57,0.06,1
2.18,0.012,0.003,1.03,0.08,1
0.71,0.014,0.002,0.92,0.09,1
2.26,0.013,0.004,1.01,0.07,1
1.99,0.002,0.004,0.13,0.07,1
0.45,0.016,0.002,0.36,0.08,1
0.61,0.015,0.005,0.17,0.08,1
1.03,0.001,0.004,2,0.1,1
0.18,0.01,0.003,2.21,0.03,1
0.7,0.011,0.002,1.34,0.09,1
2.08,0.004,0.005,2.86,0.07,1
1,0.007,0.001,1.83,0.02,1
1.54,0.008,0.005,2.35,0.01,1
1.5,0.005,0.003,2.37,0.08,1
2.21,0.011,0.005,2.43,0.05,1
0.8,0.014,0.002,3.45,0.09,1
1.51,0.019,0.002,2.72,0.05,1
1.23,0.002,0.002,2.35,0.06,1
1.03,0.002,0.003,3.63,0.08,1
1.69,0.015,0.004,3.97,0.1,1
1.35,0.013,0.002,2.83,0.08,1
2.57,0.016,0.001,3.74,0.07,1
2.55,0.019,0.005,1.14,0.07,1
1.85,0.007,0.003,3.73,0.01,1
0.3,0.018,0.005,1.09,0.09,1
0.57,0.007,0.003,2.2,0.03,1
1.3,0.014,0.004,0.24,0.04,1
2.68,0.018,0.001,0.99,0.05,1
2.4,0.013,0.003,2.75,0.06,1
0.11,0.018,0.002,0.7,0.07,1
1.32,0.009,0.004,2.19,0.1,1
1.86,0.018,0.003,2.72,0.01,1
2.36,0.002,0.003,1.83,0.03,1
0.44,0.003,0.005,2.82,0.04,1
0.18,0.016,0.005,0.16,0.09,1
1.89,0.008,0.005,0.82,0.06,1
2.49,0.001,0.004,1.16,0.05,1
2.7,0.004,0.002,2,0.05,1
1.61,0.013,0.001,1.73,0.01,1
1.49,0.011,0.003,0.11,0.02,1
0.43,0.019,0.001,2.11,0.07,1
2.59,0.004,0.002,1.28,0.02,1
0.4,0.015,0.004,1.21,0.08,1
2.42,0.014,0.002,2.98,0.06,1
0.47,0.017,0.002,3.58,0.02,1
1.6,0.015,0.003,0.15,0.02,1
1.34,0.015,0.003,1.22,0.03,1
0.24,0.017,0.002,1.39,0.01,1
0.98,0.019,0.005,1.71,0.1,1
1.55,0.008,0.001,3.17,0.06,1
1.06,0.017,0.001,1.51,0.05,1
1.85,0.011,0.003,3.36,0.07,1
1.52,0.013,0.003,3.11,0.06,1
1.58,0.009,0.001,2.54,0.04,1
1.08,0.003,0.004,1.53,0.1,1
2.25,0.014,0.002,3.34,0.1,1
1.05,0.015,0.002,0.93,0.07,1
0.95,0.006,0.002,3.34,0.06,1
1.38,0.008,0.002,2.88,0.03,1
0.65,0.001,0.002,3.1,0.03,1
1.17,0.01,0.004,1.24,0.01,1
0.16,0.011,0.002,0.16,0.05,1
0.25,0.008,0.003,1.64,0.09,1
1.5,0.01,0.001,1.55,0.01,1
1.6,0.015,0.002,3.99,0.05,1
0.64,0.003,0.004,2.72,0.03,1
0.74,0.001,0.001,2.89,0.06,1
2.41,0.005,0.002,0.38,0.06,1
0.86,0.02,0.004,3.64,0.1,1
2.22,0.003,0.004,2.41,0.03,1
2.73,0.005,0.004,0.43,0.05,1
2.51,0.016,0.004,0.93,0.04,1
0.75,0.002,0.002,1.25,0.03,1
2.08,0.02,0.002,2.83,0.02,1
1.72,0.004,0.003,1.79,0.07,1
0.94,0.019,0.001,3.94,0.07,1
0.82,0.002,0.001,0.42,0.03,1
1.19,0.017,0.003,3.75,0.04,1
0.45,0.01,0.003,0.58,0.04,1
2.23,0.004,0.003,2.76,0.09,1
1.88,0.007,0.003,3.94,0.02,1
0.18,0.015,0.001,0.56,0.07,1
2.2,0.002,0.004,3.79,0.05,1
2.39,0.004,0.001,2.43,0.03,1
0.65,0.013,0.004,1.62,0.04,1
2.05,0.002,0.004,0.57,0.06,1
0.95,0.011,0.004,2.6,0.07,1
2.26,0.016,0.004,1.88,0.08,1
1.78,0.011,0.002,1.51,0.03,1
2.04,0.01,0.001,2.47,0.06,1
1.93,0.003,0.004,3.48,0.07,1
1.25,0.013,0.001,2.25,0.03,1
0.57,0.012,0.003,2.68,0.1,1
1.08,0.009,0.004,3.73,0.07,1
1.28,0.012,0.003,0.27,0.05,1
0.19,0.016,0.004,0.86,0.09,1
0.6,0.003,0.002,0.71,0.07,1
2.25,0.006,0.004,2.19,0.08,1
1.92,0.015,0.001,3.76,0.05,1
0.38,0.017,0.004,1.02,0.06,1
1.87,0.009,0.004,1.94,0.05,1
2.07,0.012,0.003,1,0.04,1
1.14,0.002,0.002,1.44,0.08,1
2.7,0.013,0.004,3.92,0.07,1
0.56,0.008,0.004,3.47,0.07,1
0.45,0.011,0.001,3.08,0.09,1
1.06,0.01,0.003,0.88,0.06,1
0.23,0.012,0.003,0.64,0.08,1
0.36,0.013,0.001,0.35,0.01,1
2.18,0.006,0.004,2.51,0.03,1
2.05,0.005,0.004,3.93,0.02,1
0.4,0.018,0.004,1.73,0.1,1
2.64,0.019,0.002,1.97,0.09,1
2.42,0.015,0.002,2.4,0.03,1
1.63,0.009,0.002,3.36,0.05,1
0.66,0.019,0.004,1.53,0.08,1
2.47,0.018,0.001,0.93,0.03,1
0.56,0.004,0.002,1.36,0.06,1
1.11,0.009,0.002,3.8,0.02,1
0.89,0.011,0.001,1.79,0.05,1
1.66,0.018,0.001,1.48,0.07,1
1.7,0.007,0.003,1.83,0.06,1
0.93,0.01,0.002,3.03,0.04,1
2.12,0.008,0.001,2.33,0.03,1
1.68,0.002,0.001,3.41,0.07,1
0.59,0.01,0.003,3.88,0.01,1
2.7,0.01,0.004,1.32,0.06,1
1.19,0.004,0.002,1.63,0.03,1
1.97,0.008,0.003,3.29,0.04,1
0.19,0.005,0.002,1.5,0.09,1
0.64,0.018,0.005,1.42,0.01,1
0.74,0.013,0.003,1.99,0.04,1
2.73,0.006,0.003,0.47,0.09,1
2.72,0.005,0.004,0.75,0.02,1
0.38,0.01,0.005,1.26,0.07,1
0.73,0.016,0.004,3.37,0.02,1
2.02,0.008,0.003,1.75,0.07,1
1.74,0.011,0.002,1.14,0.04,1
2.61,0.004,0.004,0.88,0.05,1
1.61,0.017,0.005,2.59,0.07,1
2.2,0.001,0.003,2.4,0.1,1
1.27,0.002,0.002,0.81,0.03,1
0.74,0.019,0.003,2.27,0.04,1
1.15,0.01,0.005,3.33,0.06,1
1.35,0.011,0.003,1.79,0.06,1
1.1,0.007,0.003,1.01,0.01,1
0.73,0.015,0.001,0.39,0.07,1
2.14,0.006,0.002,2.31,0.06,1
0.33,0.008,0.002,3.61,0.08,1
0.68,0.014,0.002,2.29,0.06,1
2.67,0.008,0.002,3.01,0.04,1
0.61,0.015,0.003,2.39,0.03,1
1.75,0.003,0.002,2.06,0.05,1
0.89,0.016,0.005,1.92,0.02,1
2.75,0.014,0.004,3.82,0.04,1
0.63,0.004,0.004,2.7,0.09,1
0.14,0.015,0.004,3.51,0.05,1
0.89,0.015,0.004,2.97,0.06,1
0.85,0.011,0.004,2.31,0.03,1
2.79,0.003,0.003,0.62,0.03,1
0.5,0.016,0.002,0.49,0.09,1
2.78,0.003,0.003,2.37,0.07,1
0.7,0.02,0.004,0.81,0.03,1
1.25,0.01,0.004,1.34,0.09,1
0.32,0.002,0.001,0.25,0.01,1
2.73,0.001,0.004,1.03,0.06,1
1.6,0.012,0.003,0.28,0.03,1
1.19,0.005,0.001,2.23,0.03,1
1.01,0.007,0.005,1.94,0.08,1
0.6,0.012,0.003,2.66,0.04,1
2.74,0.018,0.004,2.66,0.02,1
0.72,0.008,0.004,1.6,0.08,1
1.69,0.019,0.005,2.42,0.01,1
0.27,0.015,0.001,0.34,0.08,1
0.74,0.008,0.005,0.96,0.06,1
2.54,0.018,0.004,0.21,0.08,1
2.55,0.02,0.002,2.52,0.03,1
1.68,0.016,0.004,1.17,0.07,1
2.13,0.01,0.003,2.87,0.03,1
1.88,0.017,0.002,0.26,0.08,1
2.31,0.002,0.001,2.97,0.06,1
2.24,0.013,0.004,1.98,0.08,1
2.48,0.017,0.001,1.25,0.1,1
0.84,0.006,0.002,0.83,0.06,1
1.04,0.007,0.002,2.17,0.04,1
2.45,0.007,0.005,2.83,0.08,1
1.31,0.013,0.003,2.72,0.03,1
2.17,0.004,0.002,2.74,0.1,1
1.66,0.019,0.005,0.34,0.01,1
1.15,0.016,0.005,0.68,0.08,1
2.02,0.006,0.001,0.16,0.07,1
2.51,0.007,0.003,0.61,0.05,1
1.8,0.008,0.003,1.72,0.03,1
1.07,0.01,0.005,1.33,0.05,1
1.17,0.007,0.005,3.55,0.04,1
2.57,0.003,0.005,3.6,0.1,1
2.75,0.015,0.002,2.56,0.02,1
2.24,0.016,0.004,3.09,0.08,1
1.52,0.013,0.005,2.46,0.04,1
0.24,0.017,0.002,1.53,0.04,1
1.78,0.005,0.002,2.56,0.05,1
0.65,0.01,0.002,1.9,0.05,1
2.05,0.014,0.002,3.53,0.04,1
1.01,0.009,0.003,0.29,0.02,1
1.55,0.001,0.003,3.94,0.07,1
0.65,0.004,0.004,2.12,0.08,1
1.11,0.015,0.002,0.88,0.05,1
2.03,0.014,0.001,1.13,0.05,1
2.68,0.018,0.003,0.51,0.03,1
0.66,0.016,0.005,3.7,0.09,1
0.36,0.009,0.002,1.9,0.05,1
2.34,0.016,0.001,0.38,0.04,1
2.46,0.003,0.002,3.13,0.07,1
1.44,0.011,0.003,2.07,0.08,1
2.74,0.005,0.004,3.79,0.06,1
2.09,0.011,0.001,3.56,0.09,1
1.55,0.01,0.004,0.88,0.03,1
0.28,0.001,0.004,1.71,0.08,1
0.28,0.008,0.004,3.83,0.02,1
2.47,0.016,0.003,2.65,0.08,1
0.53,0.02,0.002,3.02,0.1,1
1.76,0.002,0.004,1,0.05,1
2.18,0.002,0.005,2.21,0.09,1
2.58,0.003,0.005,1.28,0.04,1
1.25,0.005,0.002,1.9,0.06,1
1.76,0.018,0.002,3.22,0.03,1
0.12,0.002,0.001,2.56,0.07,1
0.97,0.004,0.004,0.37,0.1,1
2.63,0.002,0.004,3.59,0.02,1
0.92,0.01,0.003,2.32,0.07,1
1.24,0.005,0.002,1.57,0.07,1
1.91,0.011,0.002,0.46,0.06,1
1.46,0.005,0.005,3.13,0.04,1
0.5,0.005,0.005,3.85,0.04,1
0.8,0.002,0.004,1.71,0.02,1
2.29,0.006,0.003,2.72,0.05,1
0.5,0.015,0.003,3.72,0.01,1
0.84,0.005,0.002,0.45,0.03,1
1.86,0.007,0.003,2.25,0.01,1
0.17,0.012,0.001,0.14,0.05,1
2.34,0.016,0.002,1.46,0.09,1
1.89,0.013,0.001,0.2,0.09,1
1.21,0.014,0.002,1.62,0.06,1
2.58,0.01,0.004,1.16,0.07,1
1.46,0.018,0.003,0.5,0.03,1
1.14,0.015,0.002,0.98,0.01,1
0.53,0.016,0.002,3.94,0.09,1
0.67,0.012,0.002,1.23,0.04,1
2.58,0.004,0.004,2.75,0.1,1
1.57,0.018,0.003,0.38,0.08,1
2.04,0.014,0.002,1.5,0.08,1
2.63,0.018,0.002,0.74,0.05,1
1.72,0.015,0.003,2.64,0.07,1
0.34,0.012,0.003,2.01,0.08,1
1,0.018,0.005,2.71,0.08,1
1.51,0.004,0.005,1.64,0.03,1
0.99,0.004,0.003,3.41,0.08,1
1.48,0.008,0.002,1.33,0.02,1
2.74,0.015,0.005,3.23,0.08,1
1.13,0.008,0.001,0.74,0.04,1
1.63,0.013,0.002,2.58,0.02,1
1.06,0.01,0.003,3.81,0.05,1
2.54,0.017,0.004,3.8,0.06,1
2.74,0.018,0.003,1.24,0.05,1
2.51,0.007,0.004,1.65,0.03,1
2.06,0.01,0.003,3,0.04,1
0.94,0.018,0.004,1.34,0.02,1
1.92,0.009,0.005,0.21,0.09,1
2.45,0.011,0.003,1.3,0.05,1
2.44,0.002,0.002,1.48,0.01,1
1.06,0.001,0.004,0.49,0.06,1
0.55,0.017,0.003,2.3,0.03,1
1.66,0.006,0.004,0.2,0.05,1
0.54,0.004,0.002,0.31,0.05,1
1.16,0.012,0.001,0.55,0.04,1
1.84,0.007,0.004,1.45,0.01,1
1.85,0.017,0.005,1.46,0.08,1
2.48,0.007,0.001,2.25,0.04,1
0.79,0.02,0.002,1.75,0.09,1
2.22,0.004,0.004,1.01,0.07,1
1.34,0.003,0.002,3.23,0.09,1
2.28,0.013,0.002,3.44,0.08,1
0.32,0.013,0.004,1.16,0.1,1
0.84,0.013,0.004,3.31,0.02,1
2.18,0.009,0.004,3.01,0.05,1
2.05,0.006,0.003,2.15,0.05,1
0.25,0.014,0.003,2.39,0.03,1
0.74,0.015,0.004,2.45,0.03,1
2.71,0.009,0.005,2.11,0.01,1
2.47,0.016,0.004,2.32,0.05,1
2.35,0.012,0.001,2.73,0.02,1
2.23,0.005,0.002,2.77,0.07,1
1.41,0.002,0.005,2.22,0.1,1
1.51,0.02,0.003,3.4,0.05,1
1.33,0.015,0.003,1.98,0.07,1
1.34,0.019,0.004,1.12,0.09,1
0.23,0.019,0.004,1.86,0.06,1
0.28,0.016,0.001,0.54,0.08,1
2.04,0.009,0.004,0.6,0.02,1
0.29,0.018,0.002,3.68,0.09,1
0.99,0.002,0.002,2.82,0.02,1
0.68,0.008,0.001,0.67,0.09,1
0.6,0.01,0.002,1.42,0.1,1
2.67,0.008,0.004,2.98,0.03,1
0.65,0.007,0.001,0.54,0.06,1
1.52,0.012,0.003,3.85,0.01,1
1.1,0.014,0.003,3.84,0.08,1
1.05,0.005,0.002,0.88,0.08,1
2.25,0.004,0.001,1.89,0.07,1
0.26,0.007,0.002,1.88,0.04,1
1.78,0.019,0.002,0.57,0.02,1
0.8,0.003,0.001,3.55,0.03,1
1.44,0.011,0.003,1.12,0.06,1
0.65,0.006,0.001,3.98,0.06,1
1.89,0.015,0.002,1.73,0.04,1
1.73,0.02,0.002,3.15,0.02,1
1.11,0.016,0.004,0.93,0.07,1
1.33,0.003,0.003,0.64,0.05,1
2.09,0.001,0.002,3.49,0.1,1
1.07,0.013,0.005,3.3,0.04,1
0.32,0.002,0.001,2.89,0.08,1
1,0.011,0.004,1.76,0.05,1
1.63,0.003,0.001,2.52,0.02,1
1.77,0.001,0.001,2.34,0.06,1
0.73,0.004,0.003,3.93,0.02,1
2.25,0.003,0.004,1.65,0.07,1
2.08,0.017,0.004,0.84,0.09,1
2.09,0.005,0.002,3.46,0.09,1
0.75,0.011,0.004,0.47,0.05,1
0.35,0.004,0.004,3.87,0.08,1
0.89,0.01,0.004,1.65,0.03,1
2.74,0.004,0.004,3.55,0.08,1
2.74,0.014,0.003,1.02,0.04,1
0.56,0.014,0.001,3.27,0.07,1
0.19,0.014,0.002,3.59,0.01,1
2.42,0.014,0.004,2.18,0.08,1
1.49,0.004,0.005,0.81,0.08,1
0.92,0.017,0.003,2.25,0.05,1
0.97,0.015,0.002,0.34,0.02,1
0.44,0.011,0.003,3.1,0.01,1
1.88,0.009,0.004,0.87,0.05,1
1.17,0.003,0.004,3.38,0.05,1
2.23,0.007,0.004,0.25,0.06,1
0.93,0.01,0.002,0.11,0.05,1
1.07,0.01,0.002,3.1,0.03,1
0.55,0.012,0.005,3.25,0.1,1
2.51,0.012,0.005,0.53,0.05,1
0.77,0.008,0.004,1.19,0.08,1
2.49,0.001,0.002,3,0.01,1
0.63,0.002,0.004,3.13,0.03,1
0.22,0.002,0.002,0.44,0.03,1
1.43,0.011,0.001,3.38,0.07,1
1.45,0.007,0.003,1.85,0.05,1
0.14,0.015,0.003,2.97,0.04,1
1.22,0.004,0.001,3.92,0.1,1
2.37,0.005,0.004,2.71,0.07,1
1.4,0.018,0.002,3.43,0.05,1
1.41,0.014,0.002,2.25,0.03,1
0.52,0.018,0.003,1.53,0.03,1
0.14,0.009,0.002,1.98,0.08,1
0.74,0.008,0.003,0.15,0.09,1
1.35,0.019,0.002,0.76,0.02,1
2.52,0.018,0.001,2.46,0.07,1
0.49,0.02,0.001,2.19,0.03,1
0.5,0.012,0.003,1.47,0.03,1
2.67,0.019,0.002,3.84,0.08,1
1.47,0.011,0.003,2.07,0.07,1
0.55,0.006,0.001,2.65,0.04,1
2.44,0.016,0.002,1.23,0.03,1
0.99,0.017,0.004,3.13,0.08,1
2.02,0.013,0.005,1.04,0.02,1
2.65,0.011,0.003,3.15,0.09,1
1.04,0.004,0.002,2.43,0.03,1
1.38,0.008,0.002,0.43,0.09,1
1.7,0.014,0.003,0.69,0.07,1
0.86,0.012,0.005,1.45,0.07,1
0.8,0.01,0.002,2.29,0.04,1
2.3,0.011,0.003,3.78,0.03,1
0.69,0.013,0.003,2.55,0.01,1
2.6,0.011,0.002,3.15,0.08,1
2.14,0.009,0.003,2.28,0.04,1
1.38,0.007,0.003,1.24,0.02,1
2.55,0.008,0.003,1.33,0.04,1
0.48,0.013,0.003,1.05,0.02,1
1.58,0.019,0.002,2.52,0.03,1
0.6,0.012,0.004,1.82,0.01,1
2.53,0.01,0.002,1.16,0.07,1
0.94,0.007,0.005,0.96,0.1,1
0.15,0.005,0.002,3.91,0.08,1
2.4,0.007,0.004,2.29,0.04,1
1.33,0.006,0.001,3.64,0.06,1
2.04,0.017,0.004,1.08,0.04,1
1.62,0.017,0.003,1.23,0.03,1
2.31,0.002,0.002,0.46,0.08,1
1.89,0.008,0.002,3.34,0.06,1
1.4,0.018,0.002,3.3,0.05,1
2.49,0.012,0.002,3.44,0.04,1
1.97,0.006,0.004,1.06,0.01,1
1.12,0.016,0.001,3.68,0.07,1
1.01,0.003,0.001,1.57,0.05,1
1.36,0.011,0.005,2.62,0.09,1
2.57,0.007,0.002,2.14,0.04,1
2.7,0.012,0.002,1.46,0.01,1
0.76,0.006,0.004,3.57,0.01,1
1.36,0.004,0.004,0.55,0.04,1
0.33,0.012,0.005,0.3,0.02,1
1.84,0.012,0.003,0.96,0.1,1
0.41,0.015,0.003,0.57,0.05,1
1.38,0.007,0.001,1.06,0.04,1
1.58,0.007,0.003,2.28,0.1,1
1.4,0.012,0.004,3.53,0.08,1
2.38,0.011,0.002,2.64,0.04,1
1.37,0.004,0.001,3.59,0.09,1
0.21,0.017,0.005,2.81,0.03,1
2.28,0.008,0.003,2.15,0.04,1
0.29,0.012,0.002,2.66,0.1,1
1.13,0.012,0.003,3.26,0.05,1
0.78,0.019,0.001,2.98,0.1,1
0.34,0.011,0.002,0.91,0.06,1
0.2,0.004,0.005,2.4,0.02,1
0.33,0.01,0.003,3.44,0.08,1
0.61,0.014,0.002,3.88,0.05,1
2.03,0.013,0.004,1.31,0.1,1
2.35,0.016,0.003,2,0.06,1
0.97,0.007,0.004,1.77,0.01,1
1.9,0.013,0.004,1.69,0.02,1
1.91,0.001,0.003,1.83,0.03,1
0.32,0.01,0.002,1.59,0.03,1
1.14,0.014,0.004,3.64,0.03,1
1.87,0.012,0.005,3.63,0.02,1
1.24,0.003,0.003,1.26,0.07,1
1.7,0.015,0.002,2.05,0.03,1
0.83,0.008,0.002,2.65,0.1,1
1.02,0.007,0.003,2.8,0.03,1
0.2,0.004,0.003,3.37,0.05,1
0.57,0.016,0.003,2.47,0.06,1
1.53,0.007,0.003,3.21,0.09,1
0.2,0.013,0.003,2.32,0.04,1
0.61,0.015,0.002,2.82,0.04,1
0.72,0.006,0.001,0.69,0.03,1
0.78,0.011,0.004,2.7,0.09,1
0.33,0.004,0.005,0.7,0.03,1
0.44,0.018,0.002,0.81,0.05,1
2.09,0.002,0.001,3.93,0.03,1
1.3,0.013,0.004,1.39,0.02,1
0.97,0.007,0.002,3.02,0.08,1
0.73,0.007,0.005,2.01,0.06,1
2.03,0.019,0.002,3.81,0.05,1
0.53,0.01,0.004,1.59,0.03,1
2.05,0.012,0.003,1.31,0.09,1
0.9,0.02,0.004,3.26,0.02,1
0.59,0.012,0.005,3.61,0.07,1
1.83,0.009,0.002,1.72,0.1,1
1,0.012,0.002,0.86,0.02,1
1.2,0.017,0.004,2.84,0.1,1
1.39,0.015,0.002,2.35,0.04,1
0.39,0.006,0.002,3.53,0.03,1
2.46,0.013,0.004,2.79,0.1,1
2.5,0.015,0.001,2.82,0.06,1
1.36,0.012,0.004,2.28,0.03,1
2.19,0.014,0.004,3.95,0.06,1
0.8,0.005,0.004,1.81,0.09,1
0.99,0.014,0.004,3.88,0.04,1
2.05,0.006,0.005,3.35,0.06,1
2.41,0.01,0.003,0.28,0.03,1
2.73,0.011,0.002,1.84,0.04,1
1.92,0.01,0.001,2.46,0.02,1
2.33,0.009,0.003,0.72,0.04,1
1.16,0.016,0.003,0.39,0.1,1
0.11,0.018,0.002,1.84,0.01,1
1.14,0.001,0.003,3.02,0.04,1
1.53,0.005,0.002,0.74,0.04,1
1.99,0.007,0.002,3.67,0.04,1
2.56,0.019,0.003,2.77,0.04,1
1.33,0.013,0.002,0.34,0.08,1
0.87,0.019,0.003,1.99,0.03,1
2.73,0.005,0.003,2.91,0.08,1
2.31,0.014,0.003,1.16,0.04,1
2.8,0.013,0.002,1.84,0.07,1
2.09,0.006,0.003,1.61,0.06,1
2.18,0.007,0.002,2.3,0.05,1
0.7,0.015,0.004,2.14,0.04,1
